0.0002442 56
0.00024426 50
0.00024432 64
0.000244379 98
0.000244439 -135
0.000244499 -140
0.000244559 -134
0.000244618 -114
0.000244678 -115
0.000244738 -126
0.000244798 -138
0.000244858 -143
0.000244918 -126
0.000244978 -91
0.000245038 -57
0.000245098 -62
0.000245158 -91
0.000245218 -125
0.000245278 -153
0.000245339 -154
0.000245399 -147
0.000245459 -136
0.000245519 -143
0.00024558 -147
0.00024564 -153
0.0002457 -171
0.000245761 -187
0.000245821 -175
0.000245881 -141
0.000245942 -96
0.000246002 -47
0.000246063 -40
0.000246124 -55
0.000246184 -74
0.000246245 -79
0.000246305 -89
0.000246366 -94
0.000246427 -107
0.000246488 -124
0.000246548 -134
0.000246609 -133
0.00024667 -108
0.000246731 -74
0.000246792 -59
0.000246853 -52
0.000246914 -78
0.000246975 -90
0.000247036 -99
0.000247097 -106
0.000247158 -119
0.000247219 -139
0.00024728 -150
0.000247341 -152
0.000247402 -130
0.000247463 -97
0.000247525 -51
0.000247586 -32
0.000247647 -25
0.000247709 -6
0.00024777 9
0.000247831 21
0.000247893 16
0.000247954 16
0.000248016 1
0.000248077 -24
0.000248139 -52
0.000248201 -85
0.000248262 -100
0.000248324 -102
0.000248385 -78
0.000248447 -44
0.000248509 -24
0.000248571 -9
0.000248633 4
0.000248694 5
0.000248756 -10
0.000248818 -17
0.00024888 -15
0.000248942 -9
0.000249004 -11
0.000249066 -15
0.000249128 -37
0.00024919 -56
0.000249252 -57
0.000249314 -55
0.000249377 -51
0.000249439 -56
0.000249501 -65
0.000249563 -78
0.000249626 -77
0.000249688 -60
0.00024975 -47
0.000249813 -43
0.000249875 -33
0.000249938 -20
0.00025 8
0.000250063 8
0.000250125 17
0.000250188 15
0.00025025 2
0.000250313 -12
0.000250376 -20
0.000250438 -24
0.000250501 -22
0.000250564 -24
0.000250627 -40
0.000250689 -64
0.000250752 -63
0.000250815 -54
0.000250878 -41
0.000250941 -44
0.000251004 -30
0.000251067 -9
0.00025113 -3
0.000251193 0
0.000251256 -6
0.000251319 -21
0.000251383 -34
0.000251446 -50
0.000251509 -63
0.000251572 -89
0.000251636 -101
0.000251699 -107
0.000251762 -93
0.000251826 -51
0.000251889 11
0.000251953 50
0.000252016 65
0.00025208 42
0.000252143 12
0.000252207 -27
0.00025227 -59
0.000252334 -62
0.000252398 -62
0.000252461 -64
0.000252525 -67
0.000252589 -66
0.000252653 -65
0.000252717 -60
0.000252781 -58
0.000252845 -57
0.000252908 -77
0.000252972 -105
0.000253036 -125
0.0002531 -145
0.000253165 -134
0.000253229 -126
0.000253293 -100
0.000253357 -100
0.000253421 -100
0.000253485 -94
0.00025355 -76
0.000253614 -59
0.000253678 -29
0.000253743 -22
0.000253807 -21
0.000253872 -11
0.000253936 -18
0.000254001 -22
0.000254065 -36
0.00025413 -20
0.000254194 -7
0.000254259 17
0.000254323 33
0.000254388 3
0.000254453 -35
0.000254518 -83
0.000254582 -94
0.000254647 -78
0.000254712 -72
0.000254777 -68
0.000254842 -85
0.000254907 -99
0.000254972 -111
0.000255037 -88
0.000255102 -84
0.000255167 -91
0.000255232 -96
0.000255297 -91
0.000255363 -78
0.000255428 -75
0.000255493 -70
0.000255558 -77
0.000255624 -69
0.000255689 -66
0.000255754 -52
0.00025582 -69
0.000255885 -59
0.000255951 -57
0.000256016 -48
0.000256082 -43
0.000256148 -40
0.000256213 -51
0.000256279 -67
0.000256345 -82
0.00025641 -79
0.000256476 -91
0.000256542 -99
0.000256608 -111
0.000256674 -97
0.000256739 -70
0.000256805 -38
0.000256871 -38
0.000256937 -72
0.000257003 -120
0.000257069 -154
0.000257136 -173
0.000257202 -129
0.000257268 -91
0.000257334 -71
0.0002574 -60
0.000257467 -44
0.000257533 -22
0.000257599 2
0.000257666 -3
0.000257732 -13
0.000257798 -14
0.000257865 -24
0.000257931 -47
0.000257998 -58
0.000258065 -70
0.000258131 -68
0.000258198 -63
0.000258264 -60
0.000258331 -64
0.000258398 -71
0.000258465 -77
0.000258532 -85
0.000258598 -89
0.000258665 -88
0.000258732 -94
0.000258799 -96
0.000258866 -106
0.000258933 -98
0.000259 -89
0.000259067 -84
0.000259134 -84
0.000259202 -96
0.000259269 -117
0.000259336 -119
0.000259403 -114
0.000259471 -104
0.000259538 -87
0.000259605 -62
0.000259673 -61
0.00025974 -64
0.000259808 -74
0.000259875 -96
0.000259943 -97
0.00026001 -87
0.000260078 -37
0.000260146 -7
0.000260213 -8
0.000260281 -35
0.000260349 -58
0.000260417 -81
0.000260485 -74
0.000260552 -58
0.00026062 -43
0.000260688 -43
0.000260756 -47
0.000260824 -39
